	W1	W2	pred
2437	pieces	man	independent
2438	pieces	potato	independent
2439	potato into pieces	man	disjoint
2440	potato into pieces	potato	independent
2441	box	knife	independent
2442	box	man	independent
2443	knife	box	independent
2444	knife	man	independent
2445	man	box	disjoint
2446	band	instruments	independent
2447	instruments	band	independent
2448	person	woman	reverseentailment
2449	dancing	exercising	forwardentailment
2450	man	gym	independent
2451	pull-ups	gym	independent
2452	pull-ups	man	independent
2453	pull-ups	exercises	forwardentailment
2454	guitar	instrument	forwardentailment
2455	guitar	musical instrument	forwardentailment
2456	man	instrument	independent
2457	man	musical instrument	disjoint
2458	officer	recruits	disjoint
2459	Recruits	officer	disjoint
2460	Recruits	recruits	forwardentailment
2461	Garlic	woman	independent
2462	being	chopping	independent
2463	chopped	chopping	synonym
2464	by a woman	garlic	independent
2465	fish	woman	disjoint
2466	fish	woman slicing a fish	independent
2467	woman	woman slicing a fish	independent
2468	horse	woman	disjoint
2469	woman	horse	disjoint
2470	riding	being	disjoint
2471	riding	ridden	synonym
2472	cat	drawer	disjoint
2473	drawer	cat	disjoint
2474	plastic	cat	independent
2475	plastic	drawer	disjoint
2476	paws	cat	independent
2477	paws	drawer	disjoint
2478	big cat	cat	forwardentailment
2479	big cat	drawer	disjoint
2480	drawer with its paws	cat	independent
2481	drawer with its paws	drawer	disjoint
2482	jumping	opening	disjoint
2483	opening	jumping	disjoint
2484	man	telephone	independent
2485	telephone	man	independent
2486	talking	speaking	synonym
2487	onions	onion	forwardentailment
2488	onions	woman	independent
2489	door	man	independent
2490	door	man opening a door	independent
2491	man	door	disjoint
2492	man	man opening a door	independent
2493	door	onion	disjoint
2494	being	cutting	disjoint
2495	opened	cutting	reverseentailment
2496	violin	piano	disjoint
2497	violin	man playing the piano	disjoint
2498	woman	piano	disjoint
2499	woman	man playing the piano	disjoint
2500	chef	meal	disjoint
2501	food	chef	independent
2502	food	meal	synonym
2503	sumo	wrestlers	independent
2504	sumo	Two sumo wrestlers	independent
2505	ringers	sumo	disjoint
2506	ringers	wrestlers	disjoint
2507	ringers	Two sumo wrestlers	disjoint
2508	Two sumo ringers	sumo	independent
2509	Two sumo ringers	wrestlers	independent
2510	Two sumo ringers	Two sumo wrestlers	forwardentailment
2511	sumo	man	independent
2512	sumo	toy	independent
2513	sumo	water	disjoint
2514	sumo	water toy	disjoint
2515	ringers	man	disjoint
2516	ringers	toy	independent
2517	ringers	water	independent
2518	ringers	water toy	independent
2519	Two sumo ringers	man	disjoint
2520	Two sumo ringers	toy	disjoint
2521	Two sumo ringers	water	independent
2522	Two sumo ringers	water toy	independent
2523	fighting	riding	independent
2524	bread	piece	independent
2525	bread	piece of bread	synonym
2526	man	bread	independent
2527	man	piece of bread	independent
2528	piece	bread	independent
2529	piece	woman	independent
2530	piece	piece of bread	independent
2531	piece of bread	bread	forwardentailment
2532	piece of bread	piece	independent
2533	piece of bread	woman	independent
2534	dish	Pasta	reverseentailment
2535	pasta	dish	forwardentailment
2536	pasta	woman	independent
2537	pasta	Pasta	forwardentailment
2538	woman	dish	independent
2539	woman	Pasta	independent
2540	putting	being	disjoint
2541	putting	put	synonym
2542	into a dish	by a woman	independent
2543	bowl	dish	forwardentailment
2544	bowl	pasta	independent
2545	goo	dish	disjoint
2546	goo	pasta	disjoint
2547	goo	woman	independent
2548	woman	pasta	independent
2549	sticky goo	dish	independent
2550	sticky goo	pasta	independent
2551	sticky goo	woman	independent
2552	pulling	putting	disjoint
2553	sticky	into a dish	independent
2554	of a bowl	into a dish	independent
2555	out of a bowl	into a dish	disjoint
2556	girl playing a flute	flute	independent
2557	girl playing a flute	girl	independent
2558	large flute	flute	forwardentailment
2559	large flute	man	independent
2560	flute	man playing a flute	independent
2561	man	man playing a flute	independent
2562	large flute	man playing a flute	independent
2563	lemon	fruit	forwardentailment
2564	lemon	woman	independent
2565	woman	fruit	independent
2566	show	group	independent
2567	show	people	independent
2568	show	group of people	independent
2569	dancing	marching	disjoint
2570	cupcake	girl	independent
2571	girl	cupcake	independent
2572	person	bed	disjoint
2573	restaurant	bed	disjoint
2574	restaurant	person	independent
2575	eating	making	disjoint
2576	cheese	man	independent
2577	cheese	pizza	independent
2578	cheese	cheese on the pizza	reverseentailment
2579	cook	cheese	disjoint
2580	cook	man	independent
2581	cook	pizza	independent
2582	cook	cheese on the pizza	independent
2583	pizza	cheese	independent
2584	pizza	man	independent
2585	pizza	cheese on the pizza	independent
2586	cheese on the pizza	cheese	forwardentailment
2587	cheese on the pizza	man	independent
2588	cheese on the pizza	pizza	independent
2589	man	shotgun	independent
2590	shotgun	man	independent
2591	reloading	firing	forwardentailment
2592	ball	baby	disjoint
2593	ball	doll	disjoint
2594	cub	baby	disjoint
2595	cub	doll	disjoint
2596	tiger	baby	disjoint
2597	tiger	doll	disjoint
2598	tiger cub	baby	disjoint
2599	tiger cub	doll	disjoint
2600	with a ball	with a doll	disjoint
2601	baby	ball	disjoint
2602	baby	tiger	disjoint
2603	baby	baby tiger	independent
2604	toy	baby	independent
2605	toy	ball	independent
2606	toy	tiger	disjoint
2607	toy	baby tiger	independent
2608	with a toy	with a ball	reverseentailment
2609	person	potato	disjoint
2610	potato	person	disjoint
2611	peeling	being	independent
2612	peeling	peeled	forwardentailment
2613	canoe	boat	forwardentailment
2614	canoe	man	independent
2615	man	boat	independent
2616	jeep	man	independent
2617	jeep	road	independent
2618	jeep	vehicle	forwardentailment
2619	jeep	woman	independent
2620	jeep	open-air vehicle	forwardentailment
2621	man	vehicle	independent
2622	man	open-air vehicle	independent
2623	street	man	independent
2624	street	road	synonym
2625	street	vehicle	independent
2626	street	woman	independent
2627	street	open-air vehicle	disjoint
2628	woman	road	independent
2629	woman	vehicle	independent
2630	woman	open-air vehicle	independent
2631	in a jeep	open-air	disjoint
2632	down the street	open-air	independent
2633	bowl	chef	independent
2634	bowl	oil	independent
2635	woman	chef	independent
2636	woman	oil	independent
2637	ingredients	chef	independent
2638	ingredients	oil	reverseentailment
2639	pouring	seasoning	independent
2640	horse	person	disjoint
2641	person	horse	disjoint
2642	horse	potatoes	disjoint
2643	person	potatoes	independent
2644	ridden	slicing	independent
2645	man	Two men	disjoint
2646	exercises	men	independent
2647	exercises	Two men	independent
2648	doing	fighting	reverseentailment
2649	man	pot	disjoint
2650	man	ingredients	independent
2651	pot	ingredients	independent
2652	Vegetables	pot	disjoint
2653	Vegetables	ingredients	independent
2654	being	pouring	disjoint
2655	put	pouring	reverseentailment
2656	by a man	into a pot	independent
2657	ball	dirt	independent
2658	ball	dog	disjoint
2659	dirt	ball	independent
2660	dirt	dog	independent
2661	dog	ball	disjoint
2662	dog	dirt	independent
2663	leaving	chasing	disjoint
2664	in the dirt	through dirt	synonym
2665	dog	fur	independent
2666	dog	water	independent
2667	dog	dog with golden fur	independent
2668	dog	golden fur	independent
2669	standing	dog	independent
2670	standing	fur	independent
2671	standing	water	independent
2672	standing	dog with golden fur	independent
2673	standing	golden fur	independent
2674	water	dog	independent
2675	water	fur	disjoint
2676	water	dog with golden fur	independent
2677	water	golden fur	independent
2678	standing in the water	dog	independent
2679	standing in the water	fur	independent
2680	standing in the water	water	independent
2681	standing in the water	dog with golden fur	independent
2682	standing in the water	golden fur	independent
2683	brown	golden	disjoint
2684	brown	in the water	independent
2685	girl	shirt	independent
2686	girl	sidewalk	independent
2687	girl	sign	independent
2688	girl	blue shirt	independent
2689	girl	pink sign	independent
2690	shirt	sidewalk	independent
2691	shirt	sign	disjoint
2692	shirt	blue shirt	reverseentailment
2693	shirt	pink sign	independent
2694	sidewalk	girl	independent
2695	sidewalk	shirt	independent
2696	sidewalk	sign	independent
2697	sidewalk	blue shirt	independent
2698	sidewalk	pink sign	independent
2699	sign	girl	independent
2700	sign	shirt	independent
2701	sign	sidewalk	independent
2702	sign	blue shirt	independent
2703	sign	pink sign	reverseentailment
2704	blue shirt	girl	independent
2705	blue shirt	shirt	forwardentailment
2706	blue shirt	sidewalk	independent
2707	blue shirt	sign	independent
2708	blue shirt	pink sign	disjoint
2709	pink sign	girl	independent
2710	pink sign	shirt	independent
2711	pink sign	sidewalk	independent
2712	pink sign	sign	forwardentailment
2713	pink sign	blue shirt	disjoint
2714	holding	walking	disjoint
2715	walking	holding	independent
2716	blue	pink	disjoint
2717	blue	young	independent
2718	blue	on the sidewalk	independent
2719	pink	blue	disjoint
2720	pink	young	independent
2721	pink	on the sidewalk	independent
2722	young	blue	independent
2723	young	pink	independent
2724	young	on the sidewalk	independent
2725	on the sidewalk	blue	independent
2726	on the sidewalk	pink	independent
2727	on the sidewalk	young	independent
2728	child	water	independent
2729	child	young child	reverseentailment
2730	person	child	reverseentailment
2731	person	water	independent
2732	person	young child	reverseentailment
2733	water	child	independent
2734	water	young child	independent
2735	small child	child	forwardentailment
2736	small child	water	independent
2737	small child	young child	forwardentailment
2738	being	splashing	independent
2739	walking	splashing	disjoint
2740	guided	splashing	independent
2741	through the water	young	independent
2742	through the water	in the water	reverseentailment
2743	by another person	young	independent
2744	by another person	in the water	independent
2745	small	young	independent
2746	small	in the water	independent
2747	background	beige	independent
2748	background	man	independent
2749	background	monitor	independent
2750	background	room	independent
2751	background	woman	independent
2752	background	shirts	independent
2753	background	beige room	independent
2754	background	dark colored shirts	independent
2755	beige	background	independent
2756	beige	man	independent
2757	beige	monitor	independent
2758	beige	room	independent
2759	beige	woman	independent
2760	beige	shirts	independent
2761	beige	beige room	independent
2762	beige	dark colored shirts	disjoint
2763	man	background	independent
2764	man	beige	independent
2765	man	monitor	independent
2766	man	shirts	independent
2767	man	beige room	independent
2768	man	dark colored shirts	independent
2769	monitor	background	independent
2770	monitor	beige	independent
2771	monitor	man	independent
2772	monitor	room	independent
2773	monitor	woman	independent
2774	monitor	shirts	disjoint
2775	monitor	beige room	independent
2776	monitor	dark colored shirts	independent
2777	room	background	independent
2778	room	beige	independent
2779	room	monitor	independent
2780	room	woman	independent
2781	room	shirts	independent
2782	room	beige room	reverseentailment
2783	room	dark colored shirts	independent
2784	woman	background	independent
2785	woman	beige	independent
2786	woman	monitor	independent
2787	woman	room	independent
2788	woman	shirts	independent
2789	woman	beige room	independent
2790	woman	dark colored shirts	independent
2791	shirts	background	independent
2792	shirts	beige	independent
2793	shirts	man	independent
2794	shirts	monitor	disjoint
2795	shirts	room	independent
2796	shirts	woman	independent
2797	shirts	beige room	independent
2798	shirts	dark colored shirts	reverseentailment
2799	dark colored shirts	background	independent
2800	dark colored shirts	beige	disjoint
2801	dark colored shirts	man	independent
2802	dark colored shirts	monitor	disjoint
2803	dark colored shirts	room	independent
2804	dark colored shirts	woman	independent
2805	dark colored shirts	shirts	forwardentailment
2806	dark colored shirts	beige room	disjoint
2807	room painted beige	background	independent
2808	room painted beige	beige	independent
2809	room painted beige	man	independent
2810	room painted beige	monitor	independent
2811	room painted beige	room	independent
2812	room painted beige	woman	independent
2813	room painted beige	shirts	independent
2814	room painted beige	beige room	synonym
2815	room painted beige	dark colored shirts	independent
2816	painted	wearing	independent
2817	colored	dark	reverseentailment
2818	colored	in a beige room	independent
2819	colored	in the background	independent
2820	dark	colored	forwardentailment
2821	dark	in a beige room	independent
2822	dark	in the background	independent
2823	in the background	colored	independent
2824	in the background	dark	independent
2825	in the background	in a beige room	independent
2826	horse	saddle	disjoint
2827	horse	jeans	disjoint
2828	horse	saddle of a horse	independent
2829	horse	woman in jeans	disjoint
2830	person	saddle	disjoint
2831	person	jeans	independent
2832	person	saddle of a horse	disjoint
