	W1	W2	pred
2677	poles	fishing poles	reverseentailment
2678	Two men	fishing	independent
2679	Two men	poles	independent
2680	Two men	fishing poles	independent
2681	fishing poles	fishing	independent
2682	fishing poles	men	independent
2683	fishing poles	poles	forwardentailment
2684	fishing poles	Two men	independent
2685	tackle	holding	forwardentailment
2686	fishing	water	independent
2687	fishing	tools	independent
2688	fishing	tools used for fishing	independent
2689	men	water	independent
2690	men	tools	independent
2691	men	tools used for fishing	independent
2692	poles	water	disjoint
2693	poles	tools	forwardentailment
2694	poles	tools used for fishing	independent
2695	Two men	water	independent
2696	Two men	tools	independent
2697	Two men	tools used for fishing	independent
2698	fishing poles	water	disjoint
2699	fishing poles	tools	forwardentailment
2700	fishing poles	tools used for fishing	forwardentailment
2701	holding	standing	disjoint
2702	holding	used	independent
2703	man	fishing	independent
2704	man	men	forwardentailment
2705	man	poles	independent
2706	man	Two men	disjoint
2707	man	fishing poles	independent
2708	water	fishing	independent
2709	water	men	independent
2710	water	poles	independent
2711	water	Two men	independent
2712	water	fishing poles	independent
2713	standing	holding	disjoint
2714	bike	girl	independent
2715	bike	helmeted girl	independent
2716	girl	bike	independent
2717	girl	helmeted girl	independent
2718	helmeted girl	bike	independent
2719	helmeted girl	girl	independent
2720	riding	perching	disjoint
2721	helmeted	on a bike	independent
2722	bicycle	woman	independent
2723	ramp	bicycle	disjoint
2724	ramp	woman	independent
2725	trick	bicycle	independent
2726	trick	woman	independent
2727	woman	bicycle	independent
2728	trick on a ramp	bicycle	independent
2729	trick on a ramp	woman	independent
2730	performing	jumping	independent
2731	bicycle	car	disjoint
2732	bicycle	ramp	disjoint
2733	bicycle	trick	independent
2734	bicycle	trick on a ramp	independent
2735	ramp	car	independent
2736	ramp	trick	independent
2737	ramp	trick on a ramp	independent
2738	trick	car	disjoint
2739	trick	ramp	disjoint
2740	trick	trick on a ramp	reverseentailment
2741	woman	car	independent
2742	woman	ramp	independent
2743	woman	trick	independent
2744	woman	trick on a ramp	independent
2745	trick on a ramp	car	independent
2746	trick on a ramp	ramp	forwardentailment
2747	trick on a ramp	trick	forwardentailment
2748	with a bicycle	with a car	disjoint
2749	bike	car	disjoint
2750	bike	ramp	disjoint
2751	bike	trick	independent
2752	bike	woman	independent
2753	bike	trick on a ramp	independent
2754	girl	car	disjoint
2755	girl	ramp	independent
2756	girl	trick	independent
2757	girl	trick on a ramp	independent
2758	helmeted girl	car	disjoint
2759	helmeted girl	ramp	independent
2760	helmeted girl	trick	independent
2761	helmeted girl	woman	forwardentailment
2762	helmeted girl	trick on a ramp	independent
2763	perching	performing	independent
2764	helmeted	with a car	independent
2765	on a bike	with a car	disjoint
2766	bike	bicycle	forwardentailment
2767	girl	bicycle	independent
2768	helmet	bicycle	independent
2769	helmet	ramp	independent
2770	helmet	trick	disjoint
2771	helmet	woman	independent
2772	helmet	trick on a ramp	disjoint
2773	girl with a helmet	bicycle	independent
2774	girl with a helmet	ramp	independent
2775	girl with a helmet	trick	independent
2776	girl with a helmet	woman	independent
2777	girl with a helmet	trick on a ramp	independent
2778	on a bike	with a bicycle	independent
2779	helmeted girl	bicycle	independent
2780	riding	performing	disjoint
2781	helmeted	with a bicycle	independent
2782	bicycle	bike	forwardentailment
2783	bicycle	girl	independent
2784	bicycle	helmeted girl	independent
2785	ramp	bike	disjoint
2786	ramp	girl	independent
2787	ramp	helmeted girl	independent
2788	trick	bike	independent
2789	trick	girl	independent
2790	trick	helmeted girl	independent
2791	woman	bike	disjoint
2792	woman	helmeted girl	independent
2793	trick on a ramp	bike	independent
2794	trick on a ramp	girl	independent
2795	trick on a ramp	helmeted girl	independent
2796	performing	perching	independent
2797	with a bicycle	helmeted	independent
2798	with a bicycle	on a bike	independent
2799	girl	waves	independent
2800	blonds girl	girl	independent
2801	blonds girl	waves	independent
2802	blonds girl	blond girl	forwardentailment
2803	surfing	riding	forwardentailment
2804	blonds	blond	forwardentailment
2805	lady	boy	disjoint
2806	lady	wave	independent
2807	wave	boy	independent
2808	riding	surfing	reverseentailment
2809	woman	waves	independent
2810	woman	blond girl	independent
2811	lady	blonds girl	independent
2812	wave	girl	independent
2813	wave	blonds girl	independent
2814	girl	lady	synonym
2815	girl	wave	independent
2816	waves	lady	independent
2817	waves	wave	synonym
2818	blond girl waves	lady	independent
2819	blond girl waves	wave	independent
2820	adult	limb	independent
2821	adult	tree	independent
2822	adult	children	disjoint
2823	adult	Two children	disjoint
2824	adult	tree limb	independent
2825	limb	adult	independent
2826	limb	tree	independent
2827	limb	children	independent
2828	limb	Two children	disjoint
2829	limb	tree limb	synonym
2830	tree	adult	independent
2831	tree	limb	independent
2832	tree	children	independent
2833	tree	Two children	disjoint
2834	tree	tree limb	independent
2835	children	adult	disjoint
2836	children	limb	independent
2837	children	tree	independent
2838	children	tree limb	disjoint
2839	Two children	adult	disjoint
2840	Two children	limb	independent
2841	Two children	tree	disjoint
2842	Two children	children	independent
2843	Two children	tree limb	disjoint
2844	tree limb	adult	independent
2845	tree limb	limb	forwardentailment
2846	tree limb	tree	independent
2847	tree limb	children	independent
2848	tree limb	Two children	disjoint
2849	standing	climbing	disjoint
2850	adult	branch	independent
2851	adult	large branch	independent
2852	limb	branch	synonym
2853	limb	large branch	independent
2854	tree	branch	independent
2855	tree	large branch	independent
2856	children	branch	independent
2857	children	large branch	independent
2858	Two children	branch	independent
2859	Two children	large branch	independent
2860	tree limb	branch	independent
2861	tree limb	large branch	independent
2862	standing	hanging	disjoint
2863	next	large	independent
2864	next	on a large branch	independent
2865	bike	trick on a bike	independent
2866	man	trick	independent
2867	man	trick on a bike	independent
2868	man dressed in black	bike	independent
2869	man dressed in black	man	independent
2870	man dressed in black	trick	independent
2871	man dressed in black	trick on a bike	disjoint
2872	dressed	performing	independent
2873	bicycle	green bicycle	reverseentailment
2874	man	bicycle	independent
2875	man	green bicycle	independent
2876	stunts	bicycle	independent
2877	stunts	man	independent
2878	stunts	trick	synonym
2879	stunts	green bicycle	independent
2880	green bicycle	bicycle	forwardentailment
2881	green bicycle	man	independent
2882	green bicycle	trick	independent
2883	on a green bicycle	green	independent
2884	bike	green bicycle	reverseentailment
2885	green bike	bicycle	forwardentailment
2886	green bike	man	independent
2887	green bike	trick	independent
2888	green bike	green bicycle	forwardentailment
2889	in black	green	disjoint
2890	black	green	disjoint
2891	boy	child	independent
2892	boy	gun	independent
2893	boy	squirt	independent
2894	boy	squirt gun	independent
2895	gun	child	independent
2896	gun	squirt	disjoint
2897	gun	squirt gun	reverseentailment
2898	squirt	child	independent
2899	squirt	gun	disjoint
2900	squirt	squirt gun	independent
2901	squirt gun	child	independent
2902	squirt gun	gun	forwardentailment
2903	squirt gun	squirt	independent
2904	child	water	independent
2905	child	boys	independent
2906	child	gun that sprays water	disjoint
2907	child	other boys	independent
2908	gun	water	independent
2909	gun	boys	independent
2910	gun	gun that sprays water	independent
2911	gun	other boys	independent
2912	water	child	independent
2913	water	gun	independent
2914	water	boys	independent
2915	water	gun that sprays water	independent
2916	water	other boys	independent
2917	laughing child	child	independent
2918	laughing child	gun	disjoint
2919	laughing child	water	independent
2920	laughing child	boys	independent
2921	laughing child	gun that sprays water	disjoint
2922	laughing child	other boys	independent
2923	water gun	child	independent
2924	water gun	gun	forwardentailment
2925	water gun	water	independent
2926	water gun	boys	independent
2927	water gun	gun that sprays water	independent
2928	water gun	other boys	independent
2929	getting	laughing	independent
2930	getting	hit	reverseentailment
2931	getting	sprays	independent
2932	holding	getting	reverseentailment
2933	holding	laughing	independent
2934	holding	hit	independent
2935	holding	sprays	independent
2936	laughing	getting	independent
2937	laughing	hit	independent
2938	laughing	sprays	independent
2939	sprayed	getting	independent
2940	sprayed	laughing	independent
2941	sprayed	hit	disjoint
2942	sprayed	sprays	reverseentailment
2943	with water	hit by	independent
2944	with water	other	independent
2945	child	laughing child	independent
2946	child	water gun	disjoint
2947	gun	laughing child	disjoint
2948	gun	water gun	reverseentailment
2949	water	laughing child	independent
2950	water	water gun	independent
2951	water gun	laughing child	disjoint
2952	getting	holding	disjoint
2953	getting	sprayed	independent
2954	holding	sprayed	independent
2955	sprayed	holding	independent
2956	child	squirt	independent
2957	child	squirt gun	independent
2958	water	squirt	independent
2959	water	squirt gun	independent
2960	boys	child	independent
2961	boys	gun	independent
2962	boys	squirt	independent
2963	boys	squirt gun	independent
2964	gun that sprays water	child	disjoint
2965	gun that sprays water	gun	independent
2966	gun that sprays water	squirt	independent
2967	gun that sprays water	squirt gun	synonym
2968	other boys	child	independent
2969	other boys	gun	independent
2970	other boys	squirt	independent
2971	other boys	squirt gun	independent
2972	laughing	holding	independent
2973	hit	holding	disjoint
2974	sprays	holding	independent
2975	ball	dogs	disjoint
2976	ball	Two dogs	disjoint
2977	ball	small red ball	independent
2978	daschunds	ball	independent
2979	daschunds	dogs	forwardentailment
2980	daschunds	Two dogs	forwardentailment
2981	daschunds	small red ball	independent
2982	Two daschunds	ball	disjoint
2983	Two daschunds	dogs	forwardentailment
2984	Two daschunds	Two dogs	forwardentailment
2985	Two daschunds	small red ball	disjoint
2986	red ball	ball	forwardentailment
2987	red ball	dogs	independent
2988	red ball	Two dogs	disjoint
2989	red ball	small red ball	reverseentailment
2990	with a red ball	red	independent
2991	with a red ball	small	independent
2992	ball	daschunds	independent
2993	ball	Two daschunds	disjoint
2994	ball	red ball	reverseentailment
2995	cats	ball	disjoint
2996	cats	daschunds	reverseentailment
2997	cats	Two daschunds	reverseentailment
2998	cats	red ball	independent
2999	Two cats	ball	disjoint
3000	Two cats	daschunds	reverseentailment
3001	Two cats	Two daschunds	reverseentailment
3002	Two cats	red ball	disjoint
3003	red ball	daschunds	independent
3004	red ball	Two daschunds	disjoint
3005	red	with a red ball	independent
3006	grass	ball	disjoint
3007	grass	dogs	independent
3008	grass	Two dogs	independent
3009	grass	small red ball	disjoint
3010	dogs	ball	disjoint
3011	dogs	small red ball	independent
3012	Two brown dogs	ball	disjoint
