CombID	label	meta	preds	pred
80	disjoint	add	[1.655056357383728, -0.6240289211273193, -1.2470412254333496, -1.7506499290466309, 3.247431755065918, -1.000803828239441, 0.7827114462852478, 1.0609610080718994, -1.8653079271316528, -1.4669511318206787, 2.5644474029541016, -0.7889898419380188, 1.115659475326538, -0.5674258470535278, -0.7959659099578857, -2.362950086593628, 2.8161778450012207, 0.006233766674995422, -0.06657852232456207, -1.5035918951034546, 1.2456090450286865, -1.8021223545074463, 1.551225185394287, 0.405045747756958, 0.6707779169082642, 2.4842801094055176, -2.716524600982666, -1.0216615200042725, 3.732245683670044, -1.9793115854263306, -0.9461938142776489, 0.14621800184249878, 0.7998915314674377, -1.7519418001174927, 4.401464939117432, -1.8026436567306519, -1.5846905708312988, 0.07583478093147278, 1.6087207794189453, -3.0136001110076904, 1.1894280910491943, 2.188847064971924, -1.7128831148147583, -0.5435598492622375, 2.2948832511901855, -2.9063422679901123, 0.19569048285484314, 3.0759105682373047, -0.9188345074653625, -1.2691166400909424, 2.082397699356079, -1.6078450679779053, -0.6838849782943726, 2.4492712020874023]	independent
81	disjoint	add	[0.9520982503890991, 1.2385005950927734, -2.095674991607666, -0.8083257675170898, 2.5871753692626953, -1.4108209609985352, 0.21678426861763, 1.4130580425262451, -1.5476770401000977, -0.6369175314903259, 0.8615090250968933, -0.262808233499527, -0.3957679569721222, -0.4125959873199463, 0.6304416656494141, -1.6610009670257568, 1.7587692737579346, 0.15700264275074005, 0.1993711292743683, -0.6738338470458984, 0.17559608817100525, -0.9255585074424744, 1.0623648166656494, -0.12719878554344177, -0.02720680832862854, 2.983626127243042, -2.4318857192993164, -0.20526434481143951, 3.151139259338379, -2.3604414463043213, -1.2762691974639893, 1.93631911277771, -0.3882721960544586, -1.1707459688186646, 3.9627044200897217, -2.008436441421509, -1.134612798690796, 0.5216670036315918, 0.6550989151000977, -2.8816802501678467, 0.4473545253276825, 2.8732831478118896, -1.9629861116409302, -0.1901317834854126, 2.2936344146728516, -2.2204678058624268, -0.3087998032569885, 2.761965036392212, -1.0229825973510742, -0.27726489305496216, 1.280867338180542, -1.7027761936187744, -0.0533851683139801, 1.978886365890503]	independent
82	disjoint	org	[1.9504762887954712, 0.2639378011226654, -2.2904703617095947, 4.551565170288086, -0.3681192398071289, -3.9070093631744385, 0.6265636682510376, 0.5364464521408081, -1.2796671390533447, -0.03340591490268707, 1.3600940704345703, -1.3084254264831543, 4.011810302734375, -0.17737439274787903, -3.6553232669830322, 4.321600914001465, -0.4417971968650818, -3.70181941986084, 3.2485997676849365, -1.4190729856491089, -1.9686131477355957, 3.1552786827087402, -1.0982744693756104, -2.192229747772217, 4.432089805603027, -0.2073356807231903, -3.980708599090576, 4.529023170471191, -0.6200065612792969, -3.717134714126587, 3.998013734817505, 0.28631484508514404, -4.028894901275635, 3.3596951961517334, 0.9199506044387817, -3.954979658126831, 1.518247365951538, 2.0730509757995605, -3.2092273235321045, 0.8078954815864563, -0.709660530090332, -0.4075118601322174, 1.5427732467651367, -0.9579711556434631, -0.8961895704269409, 0.21869075298309326, -0.7086211442947388, 0.16428004205226898, 2.431090831756592, -0.11005426943302155, -2.3715853691101074, 1.7720812559127808, 0.35939353704452515, -2.159149646759033]	reverseentailment
83	independent	org	[2.2038416862487793, -1.3209259510040283, -1.1400926113128662, 0.5267343521118164, 1.0034765005111694, -1.4854857921600342, 2.1520767211914062, -1.0576823949813843, -1.3484721183776855, 1.5164365768432617, -0.8663747310638428, -0.9578086137771606, 2.0748367309570312, -1.5741288661956787, -0.8022210597991943, 1.9764567613601685, -1.4624121189117432, -0.8393343687057495, 0.5297371745109558, -2.4390599727630615, 1.464306116104126, 0.3979068994522095, -2.2063632011413574, 1.372981071472168, 3.4462826251983643, -0.3873376250267029, -3.059951066970825, 2.8050825595855713, -0.6679904460906982, -2.284390926361084, 1.8749940395355225, -0.5766133666038513, -1.5327839851379395, 0.9554189443588257, 0.5878329873085022, -1.5953019857406616, -1.16309654712677, -0.7263572216033936, 1.793837547302246, -1.1932200193405151, 0.16556081175804138, 0.9834334850311279, -2.0268869400024414, -0.45873361825942993, 2.6164636611938477, -2.0702965259552, -0.3441421389579773, 2.545126438140869, 0.12917029857635498, -1.453648567199707, 0.9185418486595154, -0.20570406317710876, -1.9196593761444092, 1.7928972244262695]	disjoint
84	disjoint	add	[0.5988420248031616, 1.8747129440307617, -2.2201030254364014, 1.4893499612808228, -0.05823338031768799, -1.5821528434753418, 0.35010460019111633, 2.9652657508850098, -2.7796437740325928, 2.1455228328704834, -1.1136274337768555, -1.3086659908294678, 3.189955472946167, -0.30478471517562866, -2.915820360183716, 2.2174885272979736, -1.7519092559814453, -0.7786043286323547, -0.2755381464958191, -1.1441609859466553, 1.1350611448287964, 0.483344167470932, -2.453835964202881, 1.4984830617904663, 1.5071251392364502, 1.8574504852294922, -3.039238452911377, 2.425490140914917, -0.25757116079330444, -2.303621292114258, 0.35197460651397705, 0.9689182043075562, -1.3458631038665771, 0.15335816144943237, 0.9983125329017639, -1.1581718921661377, -1.9558125734329224, 1.8328169584274292, 0.3654727339744568, -1.0483512878417969, -1.143526554107666, 2.0490736961364746, -3.2086713314056396, 0.5288476347923279, 3.1067912578582764, -2.118316411972046, -0.789495587348938, 3.0923333168029785, -1.7376909255981445, 1.366645336151123, 0.5847886800765991, -0.8302932977676392, -1.740710735321045, 2.44136643409729]	independent
85	synonym	org	[4.079595565795898, 0.17411233484745026, -3.9503045082092285, 4.684332847595215, -0.6064969897270203, -3.8053770065307617, -0.2164500504732132, -0.3320402204990387, 0.2791113257408142, 0.8229981660842896, -0.5523725748062134, -0.630139946937561, 4.609979629516602, -0.9924287796020508, -3.430600643157959, 4.702554702758789, -1.220120906829834, -3.329111099243164, 3.754556894302368, -1.455301284790039, -2.3808059692382812, 4.346388816833496, -1.6887412071228027, -2.655150890350342, 4.242383003234863, 0.11586187779903412, -4.046653747558594, 4.7539215087890625, -0.47427868843078613, -3.9822182655334473, 4.847385406494141, -1.1599161624908447, -3.4834256172180176, 5.06080436706543, -1.5901657342910767, -3.2598819732666016, 1.996956467628479, -0.22403475642204285, -1.893552303314209, 1.7038453817367554, 0.16000305116176605, -1.9646086692810059, 3.319962739944458, -0.9064933061599731, -2.4949991703033447, 3.111405611038208, -0.8043625950813293, -2.410057306289673, 3.8254098892211914, -0.543027400970459, -3.140803575515747, 3.2949767112731934, 0.016634836792945862, -3.1671860218048096]	synonym
86	disjoint	add	[3.783978223800659, 0.4602992832660675, -3.9619646072387695, -0.42595216631889343, 3.54608154296875, -2.370816707611084, 0.5663086175918579, -0.7359623908996582, -0.2296852171421051, 0.26687097549438477, 1.304226279258728, -1.4906208515167236, 4.0048065185546875, -0.8171479105949402, -3.1361093521118164, 0.15843892097473145, 2.549224853515625, -2.2359352111816406, 4.320396423339844, -1.7525362968444824, -2.6082093715667725, 1.3932156562805176, 2.6519408226013184, -3.406208038330078, 4.280383110046387, 0.5536807179450989, -4.393497943878174, -0.22605061531066895, 3.2580816745758057, -2.4336202144622803, 4.989034652709961, -1.481860876083374, -3.2997779846191406, -0.8580942153930664, 4.537514686584473, -2.727938652038574, 0.18206825852394104, -0.722384512424469, 0.15073761343955994, -1.4938591718673706, 1.6189478635787964, 0.06037525087594986, 2.1227662563323975, -1.1191710233688354, -1.2866123914718628, -1.9405189752578735, 0.4599956274032593, 1.5604290962219238, 1.1108198165893555, -0.5531779527664185, -0.8659026026725769, -1.0935670137405396, 2.6137819290161133, -1.1076135635375977]	forwardentailment
87	independent	org	[-1.093489170074463, 2.887295722961426, -1.301606297492981, 3.1019771099090576, 0.7951640486717224, -3.6394858360290527, 0.08792787790298462, 3.013759136199951, -2.5485153198242188, 2.698298215866089, 1.8796600103378296, -4.05441951751709, 0.16135573387145996, 4.2831268310546875, -3.4524178504943848, 3.2615556716918945, 0.005577884614467621, -3.2156147956848145, 0.14056840538978577, 1.257697343826294, -1.4206750392913818, 1.8160138130187988, 1.698421835899353, -3.2163147926330566, 0.33568811416625977, 4.523913383483887, -3.8380110263824463, 1.607071042060852, 2.9648852348327637, -3.881225109100342, 1.114011526107788, 3.0708184242248535, -3.548799991607666, 1.1659770011901855, 3.11039662361145, -3.601710319519043, -0.10174784064292908, 3.7455875873565674, -2.925020933151245, -0.633928656578064, 1.1071345806121826, -0.4386197030544281, -2.209657907485962, 1.0184309482574463, 1.268404483795166, 1.6332194805145264, -0.7595744132995605, -1.1356251239776611, 0.6585006713867188, 1.518646240234375, -1.999603033065796, 1.4670512676239014, -0.4449182152748108, -1.2544350624084473]	independent
88	disjoint	add	[-0.6059295535087585, 2.914797782897949, -1.8970732688903809, 1.7785630226135254, 1.2631816864013672, -2.8589749336242676, -0.3715754747390747, 2.2636306285858154, -1.633865475654602, -0.08497382700443268, 3.7962594032287598, -2.935844898223877, 0.16112464666366577, 3.018000602722168, -2.6109507083892822, -0.7238618731498718, 3.4281671047210693, -2.156820297241211, 2.964677095413208, -0.9967249631881714, -2.1112775802612305, 1.4279472827911377, 1.6061630249023438, -2.746428966522217, 0.49509483575820923, 3.899592161178589, -3.5608203411102295, 1.230443000793457, 2.351639986038208, -3.0950067043304443, 0.895161509513855, 1.9442729949951172, -2.5697450637817383, -0.7325791716575623, 2.999547004699707, -1.7760138511657715, 0.6474890112876892, 1.6740365028381348, -2.1538305282592773, -1.5942370891571045, 3.161485195159912, -0.9490617513656616, -1.0835422277450562, 0.0301204826682806, 1.0046494007110596, -1.961242437362671, 2.960904359817505, -0.5352648496627808, -0.880959153175354, 0.36216115951538086, 0.5243614315986633, -1.0022343397140503, 1.5447601079940796, -0.3832113742828369]	independent
89	disjoint	org	[1.4611942768096924, 0.83099365234375, -2.2416832447052, 2.344937801361084, 0.22522784769535065, -2.5794825553894043, 0.4357428550720215, 1.542462706565857, -1.8380720615386963, 2.7678933143615723, 0.4525660574436188, -3.1261441707611084, -0.6768616437911987, 1.6111804246902466, -0.7414708137512207, 0.9066435098648071, -0.43198660016059875, -0.7953798174858093, -0.30450546741485596, 0.9137040376663208, -0.6663841009140015, 1.9205849170684814, -0.24423742294311523, -1.8668179512023926, -0.44747835397720337, 3.216574192047119, -2.177293539047241, 1.4531556367874146, 2.698841094970703, -3.568251132965088, -1.393201470375061, 2.2209646701812744, -0.5587468147277832, 1.4993116855621338, 2.430398941040039, -3.450664520263672, -2.036079168319702, 1.1895527839660645, 1.0012683868408203, -0.82008957862854, 0.4155949056148529, 0.36881816387176514, 0.46016061305999756, -0.022983618080615997, -0.6508634090423584, -0.9838225841522217, -0.6022948026657104, 1.4175108671188354, -0.280460387468338, -0.626120924949646, 0.6310499906539917, 0.021556703373789787, -1.3303275108337402, 0.9016592502593994]	independent
90	disjoint	add	[1.512752890586853, 1.4290169477462769, -2.7258214950561523, 1.4514250755310059, 2.2882559299468994, -3.297724962234497, -0.37373286485671997, 0.38050997257232666, -0.13494399189949036, 1.8883792161941528, -0.5518010258674622, -1.5703675746917725, -0.1199539378285408, 0.6813275218009949, -0.6055464744567871, -0.0983552485704422, 1.351106882095337, -1.201000452041626, -0.6973422169685364, 0.9913283586502075, -0.32302212715148926, 1.9915721416473389, -0.4047877788543701, -1.7965304851531982, -0.1380627453327179, 1.74900484085083, -1.4063560962677002, 2.2465176582336426, 0.29111772775650024, -2.566913366317749, -1.3471343517303467, 0.9941369295120239, 0.4917062520980835, -0.19675320386886597, 2.0003859996795654, -1.5585026741027832, -1.6084339618682861, 0.9909011125564575, 0.7085393667221069, -1.3746658563613892, 0.43681296706199646, 1.0106520652770996, 0.47883301973342896, -0.46565139293670654, -0.30980414152145386, -1.4754241704940796, -0.27906888723373413, 1.762141466140747, -0.9596924781799316, -0.8908658027648926, 1.7486059665679932, -0.30224156379699707, -0.8134905099868774, 0.8341586589813232]	independent
91	disjoint	add	[2.411149263381958, 0.3332110643386841, -2.7368059158325195, 0.64851975440979, 3.04329514503479, -3.087395191192627, 0.2434197962284088, -0.570148229598999, -0.04146316647529602, 1.0369244813919067, 0.03331365808844566, -1.2723381519317627, 1.2990260124206543, -0.292632520198822, -1.2381623983383179, -1.0622246265411377, 2.367108106613159, -0.998573362827301, -0.010136555880308151, -0.9630556106567383, 0.6286063194274902, 1.76643705368042, -0.007662441581487656, -1.8890832662582397, 0.5411704778671265, 1.146677017211914, -1.627707839012146, 1.471301555633545, 0.8847339749336243, -2.330136775970459, -0.32861706614494324, 0.7581084370613098, -0.4500747323036194, 0.07063598930835724, 2.720843553543091, -2.3095650672912598, -0.47789108753204346, 0.4353957176208496, -0.073109470307827, -1.4796879291534424, 0.6116108894348145, 0.9856122136116028, 1.2310409545898438, -0.8316477537155151, -0.7162377834320068, -0.5984322428703308, 0.18129540979862213, 0.30141326785087585, -0.23261813819408417, -1.3365938663482666, 1.2248625755310059, -0.42550110816955566, -0.026768986135721207, 0.2786881625652313]	independent
92	reverseentailment	org	[0.976521909236908, 1.6882541179656982, -2.3882641792297363, 4.726040840148926, -1.0103031396865845, -3.5232486724853516, -1.326442003250122, 3.406113624572754, -1.5336642265319824, 2.96315336227417, 0.1766628473997116, -3.096860885620117, -2.5663559436798096, 1.8773348331451416, 0.9847209453582764, 3.784348487854004, -1.9594069719314575, -1.9651589393615723, -1.705620527267456, 3.0257534980773926, -0.8294562697410583, 4.722938537597656, -1.8938125371932983, -2.7854344844818115, -1.3380610942840576, 4.163078308105469, -2.0483920574188232, 3.9432458877563477, -0.2072785347700119, -3.5655665397644043, -2.0236876010894775, 2.6543519496917725, -0.2770792245864868, 4.9254608154296875, -1.6816049814224243, -3.0899484157562256, -3.5035247802734375, 2.096491575241089, 1.822445273399353, 3.10920786857605, -0.9277593493461609, -2.260125160217285, -4.047948837280273, 1.9821784496307373, 2.425464153289795, 4.288600921630859, -1.3263978958129883, -2.9214484691619873, -2.4191718101501465, 0.4999590218067169, 2.2789626121520996, 0.8050035834312439, -1.583086609840393, 0.3611360192298889]	disjoint
93	disjoint	org	[-0.03843361884355545, 4.650867938995361, -3.5835046768188477, 1.9195131063461304, 0.5383584499359131, -2.4090752601623535, 0.0043305158615112305, 2.9662537574768066, -2.433696746826172, 1.7040199041366577, 1.9912002086639404, -3.352741241455078, -0.3852558732032776, 4.580026626586914, -3.1781015396118164, 0.9921314716339111, 0.6000266671180725, -1.6808704137802124, 3.1828980445861816, -0.6292980909347534, -2.65708589553833, 1.0082132816314697, 2.0357394218444824, -2.724393367767334, 0.9637133479118347, 3.5354413986206055, -3.6814398765563965, 2.6753225326538086, 1.2593936920166016, -3.6489739418029785, 1.4495275020599365, 2.751511573791504, -3.5677785873413086, 1.0105944871902466, 1.9110896587371826, -2.6561245918273926, -0.2534638047218323, 2.884432792663574, -2.1789846420288086, -2.199681043624878, 0.18289774656295776, 2.3081936836242676, -1.5760087966918945, 0.7525948882102966, 0.8264076709747314, -2.2301409244537354, 0.028792530298233032, 2.4268651008605957, 2.000417709350586, 1.4128773212432861, -3.213768720626831, 1.3025099039077759, 1.5564301013946533, -2.5746114253997803]	independent
94	reverseentailment	org	[1.4725611209869385, 2.4479732513427734, -3.4051477909088135, 4.95587158203125, -0.781024694442749, -3.8693675994873047, -0.6344590187072754, 4.116580009460449, -2.6422739028930664, 3.348694324493408, 0.5773400068283081, -3.722949743270874, -2.2162439823150635, 4.745455741882324, -1.6567113399505615, 5.08193302154541, -1.6342558860778809, -3.280381917953491, -0.9380092620849609, 3.5173888206481934, -1.9442920684814453, 5.02992057800293, -1.9063146114349365, -3.011207342147827, -0.9560620188713074, 4.681911945343018, -2.7782864570617676, 4.7103271484375, -0.43362945318222046, -3.9644367694854736, -1.252288818359375, 4.932027816772461, -2.677846908569336, 5.241745948791504, -1.8041200637817383, -3.1851799488067627, -3.010235548019409, 4.622891902923584, -0.8170750737190247, 3.856734275817871, -0.6660500764846802, -3.129826784133911, -3.9702489376068115, 3.738693952560425, 0.772392988204956, 4.7854413986206055, -1.374100923538208, -3.2512354850769043, -1.153327465057373, 2.059109687805176, -0.6049935817718506, 2.5367166996002197, -0.8364517688751221, -1.8615003824234009]	reverseentailment
