CombID	SenID	templatenum	prem	hyp	label
74	53	5	A bald man standing to the side of a tax breaks	The man stands near a previous trips.	disjoint
74	53	5	A bald man standing to the side of a previous trips	The man stands near a tax breaks.	disjoint
74	53	6	A kid fetches a tax breaks by a tree in the yard.	a kid gets a previous trips	disjoint
74	53	6	A kid fetches a previous trips by a tree in the yard.	a kid gets a tax breaks	disjoint
74	53	7	A green frog buys a tax breaks from a stand.	There is a green frog buying a previous trips	disjoint
74	53	7	A green frog buys a previous trips from a stand.	There is a green frog buying a tax breaks	disjoint
74	53	8	A tax breaks	A previous trips	disjoint
74	53	8	A previous trips	A tax breaks	disjoint
75	53	0	The more tax breaks is photographed with a camera	There is a trips present	disjoint
75	53	0	The trips is photographed with a camera	There is a more tax breaks present	disjoint
75	53	1	The more tax breaks is in the water	The trips is wet	disjoint
75	53	1	The trips is in the water	The more tax breaks is wet	disjoint
75	53	2	A more tax breaks is outside near a campfire at night	There is a trips outside	disjoint
75	53	2	A trips is outside near a campfire at night	There is a more tax breaks outside	disjoint
75	53	3	A young woman is looking at a more tax breaks with a binocular	A trips is looked at by a woman	disjoint
75	53	3	A young woman is looking at a trips with a binocular	A more tax breaks is looked at by a woman	disjoint
75	53	4	Several people are moving towards the more tax breaks	There is a group of people near the trips	disjoint
75	53	4	Several people are moving towards the trips	There is a group of people near the more tax breaks	disjoint
75	53	5	A bald man standing to the side of a more tax breaks	The man stands near a trips.	disjoint
75	53	5	A bald man standing to the side of a trips	The man stands near a more tax breaks.	disjoint
75	53	6	A kid fetches a more tax breaks by a tree in the yard.	a kid gets a trips	disjoint
75	53	6	A kid fetches a trips by a tree in the yard.	a kid gets a more tax breaks	disjoint
75	53	7	A green frog buys a more tax breaks from a stand.	There is a green frog buying a trips	disjoint
75	53	7	A green frog buys a trips from a stand.	There is a green frog buying a more tax breaks	disjoint
75	53	8	A more tax breaks	A trips	disjoint
75	53	8	A trips	A more tax breaks	disjoint
76	54	0	The bride is photographed with a camera	There is a marriage present	independent
76	54	0	The marriage is photographed with a camera	There is a bride present	independent
76	54	1	The bride is in the water	The marriage is wet	independent
76	54	1	The marriage is in the water	The bride is wet	independent
76	54	2	A bride is outside near a campfire at night	There is a marriage outside	independent
76	54	2	A marriage is outside near a campfire at night	There is a bride outside	independent
76	54	3	A young woman is looking at a bride with a binocular	A marriage is looked at by a woman	independent
76	54	3	A young woman is looking at a marriage with a binocular	A bride is looked at by a woman	independent
76	54	4	Several people are moving towards the bride	There is a group of people near the marriage	independent
76	54	4	Several people are moving towards the marriage	There is a group of people near the bride	independent
76	54	5	A bald man standing to the side of a bride	The man stands near a marriage.	independent
76	54	5	A bald man standing to the side of a marriage	The man stands near a bride.	independent
76	54	6	A kid fetches a bride by a tree in the yard.	a kid gets a marriage	independent
76	54	6	A kid fetches a marriage by a tree in the yard.	a kid gets a bride	independent
76	54	7	A green frog buys a bride from a stand.	There is a green frog buying a marriage	independent
76	54	7	A green frog buys a marriage from a stand.	There is a green frog buying a bride	independent
76	54	8	A bride	A marriage	independent
76	54	8	A marriage	A bride	independent
77	54	0	The child bride is photographed with a camera	There is a same-sex marriage opponents present	disjoint
77	54	0	The same-sex marriage opponents is photographed with a camera	There is a child bride present	disjoint
77	54	1	The child bride is in the water	The same-sex marriage opponents is wet	disjoint
77	54	1	The same-sex marriage opponents is in the water	The child bride is wet	disjoint
77	54	2	A child bride is outside near a campfire at night	There is a same-sex marriage opponents outside	disjoint
77	54	2	A same-sex marriage opponents is outside near a campfire at night	There is a child bride outside	disjoint
77	54	3	A young woman is looking at a child bride with a binocular	A same-sex marriage opponents is looked at by a woman	disjoint
77	54	3	A young woman is looking at a same-sex marriage opponents with a binocular	A child bride is looked at by a woman	disjoint
77	54	4	Several people are moving towards the child bride	There is a group of people near the same-sex marriage opponents	disjoint
77	54	4	Several people are moving towards the same-sex marriage opponents	There is a group of people near the child bride	disjoint
77	54	5	A bald man standing to the side of a child bride	The man stands near a same-sex marriage opponents.	disjoint
77	54	5	A bald man standing to the side of a same-sex marriage opponents	The man stands near a child bride.	disjoint
77	54	6	A kid fetches a child bride by a tree in the yard.	a kid gets a same-sex marriage opponents	disjoint
77	54	6	A kid fetches a same-sex marriage opponents by a tree in the yard.	a kid gets a child bride	disjoint
77	54	7	A green frog buys a child bride from a stand.	There is a green frog buying a same-sex marriage opponents	disjoint
77	54	7	A green frog buys a same-sex marriage opponents from a stand.	There is a green frog buying a child bride	disjoint
77	54	8	A child bride	A same-sex marriage opponents	disjoint
77	54	8	A same-sex marriage opponents	A child bride	disjoint
78	54	0	The bride is photographed with a camera	There is a same-sex marriage present	disjoint
78	54	0	The same-sex marriage is photographed with a camera	There is a bride present	disjoint
78	54	1	The bride is in the water	The same-sex marriage is wet	disjoint
78	54	1	The same-sex marriage is in the water	The bride is wet	disjoint
78	54	2	A bride is outside near a campfire at night	There is a same-sex marriage outside	disjoint
78	54	2	A same-sex marriage is outside near a campfire at night	There is a bride outside	disjoint
78	54	3	A young woman is looking at a bride with a binocular	A same-sex marriage is looked at by a woman	disjoint
78	54	3	A young woman is looking at a same-sex marriage with a binocular	A bride is looked at by a woman	disjoint
78	54	4	Several people are moving towards the bride	There is a group of people near the same-sex marriage	disjoint
78	54	4	Several people are moving towards the same-sex marriage	There is a group of people near the bride	disjoint
78	54	5	A bald man standing to the side of a bride	The man stands near a same-sex marriage.	disjoint
78	54	5	A bald man standing to the side of a same-sex marriage	The man stands near a bride.	disjoint
78	54	6	A kid fetches a bride by a tree in the yard.	a kid gets a same-sex marriage	disjoint
78	54	6	A kid fetches a same-sex marriage by a tree in the yard.	a kid gets a bride	disjoint
78	54	7	A green frog buys a bride from a stand.	There is a green frog buying a same-sex marriage	disjoint
78	54	7	A green frog buys a same-sex marriage from a stand.	There is a green frog buying a bride	disjoint
78	54	8	A bride	A same-sex marriage	disjoint
78	54	8	A same-sex marriage	A bride	disjoint
79	58	0	The bus is photographed with a camera	There is a street present	independent
79	58	0	The street is photographed with a camera	There is a bus present	independent
79	58	1	The bus is in the water	The street is wet	independent
79	58	1	The street is in the water	The bus is wet	independent
79	58	2	A bus is outside near a campfire at night	There is a street outside	independent
79	58	2	A street is outside near a campfire at night	There is a bus outside	independent
79	58	3	A young woman is looking at a bus with a binocular	A street is looked at by a woman	independent
